 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECOUPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3,MIN D/DT,19.09,J. GIBBS,20.60,J. GIBBS,29.10,J. GIBBS,19.20,J. HERBERT,19.24,K. WILLIAMS,18.00,J. DANIELS,20.94,M. PITTMAN JR.,23.50,M. HARRISON,22.60,D. ADAMS,19.70,PIT HC,18.20,BAL D/ST,21.30,C. BROWN,19.80,J. JACOBS,19.20,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METAMOOKDAWGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 1,,Week 2,,Week 3,,Week 4,,Week 5,,Week 6,,Week 7,,Week 8,,Week 9,,Week 10,,Week 11,,Week 12,,Week 13,,Week 14,,Finale,
Team Rank,3,,7,,9,,7,,7,,8,,8,,10,,9,,7,,7,,8,,8,,9,,,
QB,J. HURTS,28.68,J. HURTS,14.04,J. HURTS,37.94,J. HURTS,25.5,J. HURTS,25.3,J. HURTS,25.52,J. HURTS,34.44,J. HURTS,35.76,D. MAYE,22.16,J. HURTS,15.32,J. HURTS,15.5,J. HURTS,36.56,J. HURTS,20.7,J. HURTS,-2,,
RB,S. BARKLEY,20.2,S. BARKLEY,19.6,S. BARKLEY,11.3,S. BARKLEY,19.3,S. BARKLEY,18.4,S. BARKLEY,9.9,S. BARKLEY,7,S. BARKLEY,35.8,R.J. HARVEY,19.5,S. BARKLEY,15.3,R. HARVEY,8.9,K. HUNT,24,R. HARVEY,22.5,R. HARVEY,23.7,,
RB,O. HAMPTON,9.6,J. CONNER,13.3,O. HAMPTON,28.3,O. HAMPTON,29.7,O. HAMPTON,14.2,R. HARVEY,6.7,R. HARVEY,7.6,R.J. HARVEY,26.1,K. HUNT,13.6,R. HARVEY,5.95,K. HUNT,14.5,S. TUCKER,6.8,K. HUNT,10.4,K. HUNT,10.2,,
RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,N. COLLINS,5.5,N. COLLINS,14.2,N. COLLINS,23.4,N. COLLINS,11.9,N. COLLINS,16.1,J. SMITH-NJIGBA,31.2,N. COLLINS,6.7,D.K. METCALF,16.5,N. COLLINS,14.5,N. COLLINS,23.6,N. COLLINS,24.2,N. COLLINS,8.5,N. COLLINS,21.6,N. COLLINS,17.1,,
WR,J. SMITH-NJIBA,20.4,J. SMITH-NJIBA,19.3,J. SMITH-NJIGBA,20.6,J. SMITH-NJIGBA,13.3,J. JEUDY,3.5,D. METCALF,19.5,D. METCALF,8,J. JEUDY,0,J. SMITH-NJIGBA,23.1,J. SMITH-NJIGBA,20.3,J. SMITH-NJIGBA,21.7,J. SMITH-NJIGBA,38.2,J. SMITH-NJIGBA,4.3,J. SMITH-NJIGBA,28.2,,
WR,J. JEUDY,11.6,D. METCALF,11,D. METCALF,12.2,D. METCALF,24.6,C. KUPP,11.9,C. KUPP,12,J. JEUDY,3.7,EMPTY,0,D.K. METCALF,2.6,J. JEUDY,19.8,D. METCALF,9.9,D. METCALF,14.6,D. METCALF,6.2,D. METCALF,22.8,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE,M. ANDREWS,1.5,M. ANDREWS,1.5,M. ANDREWS,27.1,M. ANDREWS,10,B. STRANGE,3.2,M. ANDREWS,6.9,M. MAYER,2,M. ANDREWS,6.4,M. ANDREWS,16.8,M. ANDREWS,10.4,M. ANDREWS,15.8,M. ANDREWS,2.3,M. ANDREWS,8.7,M. ANDREWS,1.9,,
FLEX,J. CONNER,15.6,O. HAMPTON,4.3,J. CONNER,7.6,J. CONNOR,0,J. SMITH-NJIGBA,28.2,J. JEUDY,9.3,J. SMITH-NJIGBA,27.3,J. SMITH-NJIGBA,0,M. MAYER,5.6,D. METCALF,6.5,S. BARKLEY,12.6,S. BARKLEY,13.4,S. BARKLEY,6.9,S. BARKLEY,21.2,,
D/ST,CHI D/ST,25.21,SEA D/ST,30.05,SEA D/ST,34.72,SEA D/ST,25.95,SEA D/ST,2.8,SEA D/ST,21.4,SEA D/ST,25.16,CHI D/ST,9.49,SEA D/ST,19.9,SEA D/ST,30.35,CHI D/ST,17.28,CHI D/ST,17.7,CHI D/ST,10.86,SEA D/ST,32.4,,
K,C. MCLAUGHLIN,4.5,C. MCLAUGHLIN,0,C. MCLAUGHLIN,23,C. MCLAUGHLIN,21,C. MCLAUGHLIN,12,C. MCLAUGHLIN,5.5,C. MCLAUGHLIN,6,C. MCLAUGHLIN,20,J. BATES,5.5,J. BATES,13,J. BATES,6,J. BATES,13,J. BATES,6,J. BATES,15,,
HC,DEN HC,9,DEN HC,6.4,DEN HC,4,DEN HC,20.4,DEN HC,8.3,DEN HC,5.9,DEN HC,11.9,DEN HC,21.2,DEN HC,7.4,DEN HC,5,DEN HC,8.6,DEN HC,0,CHI HC,10.2,CHI HC,3.3,,
Total Score,151.79,,133.69,,230.16,,201.65,,143.9,,153.82,,139.8,,171.25,,150.66,,165.52,,154.98,,175.06,,128.36,,173.8,,0,
MVP,J. HURTS,28.68,SEA D/ST,30.05,J. HURTS,37.94,O. HAMPTON,29.7,J. SMITH-NJIGBA,28.2,J. SMITH-NJIGBA,31.2,J. HURTS,34.44,S. BARKLEY,35.8,J. SMITH-NJIGBA,23.1,SEA D/ST,30.35,N. COLLINS,24.2,J. SMITH-NJIGBA,38.2,R. HARVEY,22.5,SEA D/ST,32.4,#NUM!,#NUM!
#2,CHI D/ST,25.21,S. BARKLEY,19.60,SEA D/ST,34.72,SEA D/ST,25.95,J. HURTS,25.30,J. HURTS,25.52,J. SMITH-NJIGBA,27.30,J. HURTS,35.76,D. MAYE,22.16,N. COLLINS,23.60,J. SMITH-NJIGBA,21.70,J. HURTS,36.56,N. COLLINS,21.60,J. SMITH-NJIGBA,28.20,,
#3,J. SMITH-NJIBA,20.40,J. SMITH-NJIBA,19.30,O. HAMPTON,28.30,J. HURTS,25.50,S. BARKLEY,18.40,SEA D/ST,21.40,SEA D/ST,25.16,R.J. HARVEY,26.10,SEA D/ST,19.90,J. SMITH-NJIGBA,20.30,CHI D/ST,17.28,K. HUNT,24.00,J. HURTS,20.70,R. HARVEY,23.70,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YARDIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 1,,Week 2,,Week 3,,Week 4,,Week 5,,Week 6,,Week 7,,Week 8,,Week 9,,Week 10,,Week 11,,Week 12,,Week 13,,Week 14,,Finale,
Team Rank,9,,5,,3,,4,,3,,3,,3,,5,,3,,2,,3,,2,,2,,2,,,
QB,J. BURROW,12.02,J. BURROW,9.24,J. LOVE,14.92,J. LOVE,37.38,C. STROUD,40.66,J. LOVE,19.26,C. STROUD,14.46,J. LOVE,39.6,J. LOVE,11.32,C. WILLIAMS,28.7,C. WILLIAMS,10.72,B. PURDY,10.32,J. BURROW,23.94,J. BURROW,32.56,,
RB,D. HENRY,32,D. HENRY,3.4,D. HENRY,11.7,D. HENRY,8.6,D. HENRY,10.8,D. HENRY,17.4,Q. JUDKINS,28.9,D. HENRY,21.2,D. HENRY,16,D. HENRY,13.4,D. HENRY,23,D. HENRY,24.9,D. HENRY,18.4,D. HENRY,13.7,,
RB,J. FORD,2.1,D. SAMPSON,11.3,K. GAINWELL,11.35,Q. JUDKINS,23.6,Q. JUDKINS,17.1,Q. JUDKINS,4.8,R. DOWDLE,12.3,R. DOWDLE,7.65,R. DOWDLE,31.6,R. DOWDLE,17.1,R. DOWDLE,16.9,R. DOWDLE,12,R. DOWDLE,11.7,Q. JUDKINS,10.8,,
RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,J. WILLIAMS,6.7,J. WILLIAMS,19.8,J. WILLIAMS,6.3,J. WILLIAMS,5.8,J. WILLIAMS,2.1,Z. FLOWERS,8.6,J. WILLIAMS,0,Z. FLOWERS,14.2,Z. FLOWERS,11.4,Z. FLOWERS,12.2,Z. FLOWERS,11.4,Z. FLOWERS,12.1,Z. FLOWERS,0.6,Z. FLOWERS,21.7,,
WR,Z. FLOWERS,29.3,R. ODUNZE,32.8,R. ODUNZE,15.2,Z. FLOWERS,14.4,Z. FLOWERS,12.2,R. ODUNZE,5.2,R. ODUNZE,5.1,R. ODUNZE,19.4,R. ODUNZE,0,R. ODUNZE,20.6,R. ODUNZE,6.1,S. DIGGS,4,S. DIGGS,5.6,C. DIKE,15.35,,
WR,R. ODUNZE,15.7,M. MIMS JR,13,C. RIDLEY,3.7,C. RIDLEY,5,S. DIGGS,25.6,S. DIGGS,5.8,S. DIGGS,13.9,C. DIKE,25.25,C. DIKE,18.25,S. DIGGS,15.6,S. DIGGS,20.5,C. DIKE,30.8,C. DIKE,7.6,T. MCLAURIN,7.1,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE,B. BOWERS,16.3,B. BOWERS,8.8,B. BOWERS,9.8,B. BOWERS,9.6,D. KINCAID,17.8,M. TAYLOR,1.2,H. FANNIN JR.,7.6,O. GADSDEN II,18.7,B. BOWERS,44.4,B. BOWERS,3.8,B. BOWERS,14.2,B. BOWERS,11.5,B. BOWERS,22.3,B. BOWERS,14.6,,
FLEX,A. EKELER,9.3,Z. FLOWERS,15,Z. FLOWERS,3.3,R. ODUNZE,16.9,R. DOWDLE,36.7,R. DOWDLE,37.9,K. VIDAL,8.4,K. VIDAL,23,K. VIDAL,4.2,Q. JUDKINS,12.7,Q. JUDKINS,7.6,Q. JUDKINS,18.3,Q. JUDKINS,18.2,C. SUTTON,12.2,,
D/ST,HOU D/ST,14.15,BAL D/ST,25.79,HOU D/ST,13.53,HOU D/ST,17.5,HOU D/ST,19.86,GB D/ST,11.72,GB D/ST,19.75,GB D/ST,17.31,GB D/ST,13.88,HOU D/ST,27.19,HOU D/ST,19.59,GB D/ST,27.98,HOU D/ST,12.99,HOU D/ST,21.73,,
K,C. BOSWELL,19,C. BOSWELL,12,C. BOSWELL,3,N. FOLK,13,N. FOLK,7,C. BOSWELL,15,C. BOSWELL,8,C. BOSWELL,23,C. BOSWELL,10,C. BOSWELL,5.5,C. BOSWELL,10,C. BOSWELL,4,C. BOSWELL,1,C. BOSWELL,9,,
HC,DET HC,-0.1,DET HC,27.6,DET HC,14.40,DET HC,18.2,DET HC,15.1,DET HC,1.1,DET HC,13.2,ATL HC,-5,DET HC,5.2,DET HC,21.2,DET HC,-0.3,DET HC,13.2,DET HC,4.2,DET HC,17.2,,
Total Score,156.47,,178.73,,107.2,,169.98,,204.92,,127.98,,131.61,,204.31,,166.25,,177.99,,139.71,,169.1,,126.53,,175.94,,0,
MVP,D. HENRY,32,R. ODUNZE,32.8,R. ODUNZE,15.2,J. LOVE,37.38,C. STROUD,40.66,R. DOWDLE,37.9,Q. JUDKINS,28.9,J. LOVE,39.6,B. BOWERS,44.4,C. WILLIAMS,28.7,D. HENRY,23,C. DIKE,30.8,J. BURROW,23.94,J. BURROW,32.56,#NUM!,#NUM!
#2,Z. FLOWERS,29.30,DET HC,27.60,J. LOVE,14.92,Q. JUDKINS,23.60,R. DOWDLE,36.70,J. LOVE,19.26,GB D/ST,19.75,C. DIKE,25.25,R. DOWDLE,31.60,HOU D/ST,27.19,S. DIGGS,20.50,GB D/ST,27.98,B. BOWERS,22.30,HOU D/ST,21.73,,
#3,C. BOSWELL,19.00,BAL D/ST,25.79,DET HC,14.40,DET HC,18.20,S. DIGGS,25.60,D. HENRY,17.40,C. STROUD,14.46,K. VIDAL,23.00,C. DIKE,18.25,DET HC,21.20,HOU D/ST,19.59,D. HENRY,24.90,D. HENRY,18.40,Z. FLOWERS,21.70,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 1,,Week 2,,Week 3,,Week 4,,Week 5,,Week 6,,Week 7,,Week 8,,Week 9,,Week 10,,Week 11,,Week 12,,Week 13,,Week 14,,Finale,
Team Rank,8,,2,,1,,2,,2,,2,,1,,1,,2,,3,,2,,4,,3,,4,,,
QB,L. JACKSON,35.76,L. JACKSON,36.3,L. JACKSON,36.72,L. JACKSON,14.08,D. JONES,22.98,T. LAWRENCE,25.92,T. LAWRENCE,19.44,T. LAWRENCE,0,L. JACKSON,36.66,L. JACKSON,20.54,L. JACKSON,4.12,L. JACKSON,8.52,L. JACKSON,6.74,L. JACKSON,23.56,,
RB,C. HUBBARD,19.5,C.HUBBARD,19.7,J. COOK,23.7,J. COOK,25.7,J. COOK,6.4,J. COOK III,10.4,B. HALL,8.3,J. COOK III,37.5,J. COOK,17.2,J. COOK,12,J. COOK,22,J. COOK,24.6,J. COOK,22.9,J. COOK,12.9,,
RB,A. JONES SR,16.5,B. HALL,6.8,C. HUBBARD,11.3,C. SKATTEBO,15.5,C. SKATTEBO,15.9,C. SKATTEBO,32.9,C. SKATTEBO,20,B. HALL,37.86,A. JONES,12.7,B. HALL,21.6,A. JONES,12.7,A. JONES,9.6,A. JONES,5.1,A. JONES,9,,
RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,A. ST. BROWN,8.5,A. ST. BROWN,40.4,A. ST. BROWN,20.7,A. ST. BROWN,26,A. ST. BROWN,19,A. ST. BROWN,13.8,A. ST. BROWN,20.6,A. ST. BROWN,0,A. ST. BROWN,18.7,A. ST. BROWN,16.8,A. ST. BROWN,6.2,A. ST. BROWN,30.9,A. ST. BROWN,0,D. SAMUEL,11.05,,
WR,M. EVANS,10.1,M. EVANS,10.6,M. EVANS,13.3,D. SAMUEL,20.4,D. SAMUEL,23.6,D. SAMUEL,5.5,M. EVANS,0,D. SAMUEL,4.3,D. SAMUEL,11,D. SAMUEL,12.9,D. SAMUEL,20.8,C. OLAVE,16,C. OLAVE,14.7,C. OLAVE,6,,
WR,D. SAMUEL,25.2,D. SAMUEL,21.3,D. SAMUEL,9.85,C. OLAVE,8,C. OLAVE,12.9,C. OLAVE,15.8,C. OLAVE,26.8,C. OLAVE,14.1,C. OLAVE,8.7,C. OLAVE,22.4,J. JENNINGS,9.4,J. JENNINGS,15.1,J. JENNINGS,13.9,B. THOMAS,11.7,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE,E. ENGRAM,5.1,J. FERGUSON,16.8,J. FERGUSON,21.2,J. FERGUSON,17,J. FERGUSON,23.9,J. FERGUSON,12.3,J. FERGUSON,21.9,J. FERGUSON,0,J. FERGUSON,8,E. ENGRAM,3.2,J. FERGUSON,11.6,J. FERGUSON,11.2,J. FERGUSON,8.6,J. FERGUSON,10.8,,
FLEX,J. COOK,22.5,J. COOK,29.6,B. HALL,10.1,B. HALL,17.5,B. HALL,19.9,B. HALL,8.1,C. HUBBARD,8.9,C. SKATTEBO,10.3,C. HUBBARD,2.2,J. JENNINGS,17.1,B. HALL,9.8,B. HALL,15.5,B. HALL,17.5,B. HALL,5.7,,
D/ST,PIT D/ST,8.25,PIT D/ST,8.9,GB D/ST,16.54,PIT D/ST,25.72,LAC D/ST,6.4,PIT D/ST,23.1,PIT D/ST,5.11,PIT D/ST,-2.17,LAC D/ST,19.32,LAC D/ST,27.2,LAC D/ST,4.15,PIT D/ST,16.07,LAC D/ST,24.84,LAC D/ST,24.55,,
K,B. AUBREY,12,B. AUBREY,27,B. AUBREY,9,DAL D/ST,8,B. AUBREY,7,B. AUBREY,9,B. AUBREY,21,B. AUBREY,6,B. AUBREY,4.5,C. MCLAUGHLIN,5,B. AUBREY,10,B. AUBREY,6,B. AUBREY,12,B. AUBREY,29,,
HC,PIT HC,12.2,BUF HC,17,BUF HC,13.3,BUF HC,13.3,BUF HC,4,DAL HC,6.1,DAL HC,21.2,BUF HC,24,DAL HC,1.1,BUF HC,-2.1,DAL HC,15.9,BUF HC,3.7,BUF HC,13.8,BUF HC,14.7,,
Total Score,175.61,,234.4,,185.71,,191.2,,161.98,,162.92,,173.25,,131.89,,140.08,,156.64,,126.67,,157.19,,140.08,,158.96,,0,
MVP,L. JACKSON,35.76,A. ST. BROWN,40.4,L. JACKSON,36.72,A. ST. BROWN,26,J. FERGUSON,23.9,C. SKATTEBO,32.9,C. OLAVE,26.8,B. HALL,37.86,L. JACKSON,36.66,LAC D/ST,27.2,J. COOK,22,A. ST. BROWN,30.9,LAC D/ST,24.84,B. AUBREY,29,#NUM!,#NUM!
#2,D. SAMUEL,25.20,L. JACKSON,36.30,J. COOK,23.70,PIT D/ST,25.72,D. SAMUEL,23.60,T. LAWRENCE,25.92,J. FERGUSON,21.90,J. COOK III,37.50,LAC D/ST,19.32,C. OLAVE,22.40,D. SAMUEL,20.80,J. COOK,24.60,J. COOK,22.90,LAC D/ST,24.55,,
#3,J. COOK,22.50,J. COOK,29.60,J. FERGUSON,21.20,J. COOK,25.70,D. JONES,22.98,PIT D/ST,23.10,DAL HC,21.20,BUF HC,24.00,A. ST. BROWN,18.70,B. HALL,21.60,DAL HC,15.90,PIT D/ST,16.07,B. HALL,17.50,L. JACKSON,23.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAGLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 1,,Week 2,,Week 3,,Week 4,,Week 5,,Week 6,,Week 7,,Week 8,,Week 9,,Week 10,,Week 11,,Week 12,,Week 13,,Week 14,,Finale,
Team Rank,7,,8,,8,,10,,10,,10,,10,,9,,7,,10,,10,,7,,9,,8,,,
QB,J. ALLEN,49.16,J. ALLEN,13.02,J. ALLEN,32.62,J. ALLEN,30.76,J. ALLEN,26.12,J. ALLEN,19.2,D. JONES,29.12,D. JONES,31.88,D. JONES,17.38,J. ALLEN,27.14,J. ALLEN,50.28,J. ALLEN,9.82,J. ALLEN,20.12,J. ALLEN,47.94,,
RB,A. KAMARA,14.8,A. KAMARA,18.1,A. KAMARA,8.4,A. KAMARA,12.7,A. KAMARA,10.3,J. WILLIAMS,9.7,J. WILLIAMS,21.7,R. STEVENSON,7.3,J. WILLIAMS,8.8,J. CROSKEY-MERRITT,4.1,J. WILLIAMS,12.5,JA. WILLIAMS,14.1,JA. WILLIAMS,18.7,JA. WILLIAMS,16.4,,
RB,T. POLLARD,9.7,T. POLLARD,11.2,J. WILLIAMS,13.2,J. WILLIAMS,21,J. WILLIAMS,29.5,J. CROSKEY-MERRITT,7.5,J. CROSKEY-MERRITT,5.5,J. WILLIAMS,19.2,J. CROSKEY-MERRITT,6.3,W. MARKS,17.5,W. MARKS,7.9,W. MARKS,9.5,W. MARKS,9.6,W. MARKS,18.2,,
RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,M. NABERS,12.1,M. NABERS,38.7,M. NABERS,3.3,X. WORTHY,17.3,X. WORTHY,11.2,X. WORTHY,10.7,X. WORTHY,7.9,X. WORTHY,10.3,X. WORTHY,6.1,M. WASHINGTON,11.25,G. PICKENS,30.4,G. PICKENS,30.6,G. PICKENS,16.8,G. PICKENS,8.7,,
WR,X. WORTHY,0.1,D. SMITH,9.3,D. DOUGLAS,2.7,T. FRANKLIN,9.5,T. FRANKLIN,8.5,M. WASHINGTON,14.45,M. WASHINGTON,14.25,M. WASHINGTON,14.05,M. WASHINGTON,9.3,J. DOWNS,2.9,M. WASHINGTON,8.4,J. DOWNS,3,M. WASHINGTON,9.5,M. WASHINGTON,6.85,,
WR,D. SMITH,4.6,D. DOUGLAS,1.8,T. FRANKLIN,2.8,M. WASHINGTON,9.1,M. WASHINGTON,10.35,M. GOLDEN,13.4,M. GOLDEN,7.7,J. DOWNS,12.9,J. DOWNS,16.85,J. WILLIAMS,24.9,J. WILLIAMS,19.8,JM. WILLIAMS,0,JM. WILLIAMS,28,JM. WILLIAMS,17.4,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE,G. KITTLE,12.5,G. KITTLE,0,Z. ERTZ,6.8,Z. ERTZ,6.1,Z. ERTZ,0,Z. ERTZ,16.3,Z. ERTZ,12.7,G. KITTLE,14.3,G. KITTLE,7,G. KITTLE,23.4,G. KITTLE,24.7,G. KITTLE,13.8,G. KITTLE,10.7,Z. ERTZ,2.1,,
FLEX,G. PICKENS,6,G. PICKENS,17.8,G. PICKENS,17.8,G. PICKENS,34.4,G. PICKENS,13.7,G. PICKENS,32.8,G. PICKENS,12.2,G. PICKENS,14.8,G. PICKENS,13.9,Z. ERTZ,9.4,Z. ERTZ,8.2,C. WATSON,9.9,C. WATSON,18.4,C. WATSON,24.9,,
D/ST,DEN D/ST,31.86,DEN D/ST,-1.9,DEN D/ST,28.53,DEN D/ST,17.82,DEN D/ST,20.51,DEN D/ST,33.08,DEN D/ST,13.12,DEN D/ST,19.03,DEN D/ST,17.2,DEN D/ST,27.67,DEN D/ST,24.03,NYG D/ST,5.1,DEN D/ST,12.7,DEN D/ST,22.79,,
K,J. BATES,7,J. BATES,9,J. BATES,8.5,J. BATES,14,J. BATES,5,J. BATES,5,J. BATES,8,W. LUTZ,9,W. LUTZ,3,W. LUTZ,3,W. LUTZ,19,H. MEVIS,14,H. MEVIS,4,H. MEVIS,9,,
HC,KC HC,3.3,KC HC,3.1,KC HC,10.6,GB HC,11,KC HC,6.4,KC HC,13,KC HC,21.3,KC HC,16.4,KC HC,3.3,GB HC,0.1,GB HC,11.1,GB HC,12.9,GB HC,12.3,GB HC,11.4,,
Total Score,151.12,,120.12,,135.25,,183.68,,141.58,,175.13,,153.49,,169.16,,109.13,,151.36,,216.31,,122.72,,160.82,,185.68,,0,
MVP,J. ALLEN,49.16,M. NABERS,38.7,J. ALLEN,32.62,G. PICKENS,34.4,J. WILLIAMS,29.5,DEN D/ST,33.08,D. JONES,29.12,D. JONES,31.88,D. JONES,17.38,DEN D/ST,27.67,J. ALLEN,50.28,G. PICKENS,30.6,JM. WILLIAMS,28,J. ALLEN,47.94,#NUM!,#NUM!
#2,DEN D/ST,31.86,A. KAMARA,18.10,DEN D/ST,28.53,J. ALLEN,30.76,J. ALLEN,26.12,G. PICKENS,32.80,J. WILLIAMS,21.70,J. WILLIAMS,19.20,DEN D/ST,17.20,J. ALLEN,27.14,G. PICKENS,30.40,JA. WILLIAMS,14.10,J. ALLEN,20.12,C. WATSON,24.90,,
#3,A. KAMARA,14.80,G. PICKENS,17.80,G. PICKENS,17.80,J. WILLIAMS,21.00,DEN D/ST,20.51,J. ALLEN,19.20,KC HC,21.30,DEN D/ST,19.03,J. DOWNS,16.85,J. WILLIAMS,24.90,G. KITTLE,24.70,H. MEVIS,14.00,JA. WILLIAMS,18.70,DEN D/ST,22.79,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 1,,Week 2,,Week 3,,Week 4,,Week 5,,Week 6,,Week 7,,Week 8,,Week 9,,Week 10,,Week 11,,Week 12,,Week 13,,Week 14,,Finale,
Team Rank,10,,6,,7,,9,,9,,9,,9,,8,,6,,9,,9,,10,,7,,7,,,
QB,P. MAHOMES,30.42,P. MAHOMES,24.58,P. MAHOMES,17.06,P. MAHOMES,38.3,P. MAHOMES,32.92,P. MAHOMES,41.28,P. MAHOMES,36.04,P. MAHOMES,30.96,P. MAHOMES,9,J. MCCARTHY,15.22,P. MAHOMES,17.24,P. MAHOMES,20.08,P. MAHOMES,40.14,P. MAHOMES,3.6,,
RB,C. MCCAFFREY,25.4,C. MCCAFFREY,24,C. MCCAFFREY,25.7,C. MCCAFFREY,27.8,C. MCCAFFREY,30.1,C. MCCAFFREY,25.8,C. MCCAFFREY,42.5,C. MCCAFFREY,10.6,C. MCCAFFREY,38.1,C. MCCAFFREY,18.8,C. MCCAFFREY,36.4,C. MCCAFFREY,29.6,C. MCCAFFREY,19.2,N. CHUBB,0.4,,
RB,N. CHUBB,7.3,N. CHUBB,16.4,N. CHUBB,7.9,N. CHUBB,9.5,N. CHUBB,13.2,Z. CHARBONNET,5.9,Z. CHARBONNET,20.7,K. GAINWELL,8.5,K. GAINWELL,7.7,K. GAINWELL,5.45,K. GAINWELL,31.6,K. GAINWELL,20.1,K. GAINWELL,8.3,K. GAINWELL,20.05,,
RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,T. HILL,8,T. HILL,18.85,T. HILL,15.9,T. HILL,12.7,L. MCCONKEY,14.9,L. MCCONKEY,24,L. MCCONKEY,15.7,L. MCCONKEY,20.8,L. MCCONKEY,9.6,L. MCCONKEY,21.7,L. MCCONKEY,4.3,D. MOORE,23.4,D. MOORE,4.8,L. MCCONKEY,2.2,,
WR,L. MCCONKEY,13.4,L. MCCONKEY,9.8,L. MCCONKEY,8.6,L. MCCONKEY,2.1,J. ADDISON,15.1,T. TUCKER,12,J. ADDISON,22.8,J. ADDISON,11.6,D.J. MOORE,25.28,D. MOORE,0,J. ADDISON,10,J. ADDISON,0,J. ADDISON,8.6,D. MOORE,0.6,,
WR,D. MOORE,8.9,D. MOORE,9.6,D. MOORE,13.1,D. MOORE,7.8,K. SHAKIR,11.1,K. SHAKIR,6.3,T. TUCKER,8.3,K. SHAKIR,21.2,J. ADDISON,8.5,J. ADDISON,6.5,T. TUCKER,14.9,T. TUCKER,5.8,T. TUCKER,5,J. ADDISON,10.2,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE,H. HENRY,10.6,H. HENRY,1.9,H. HENRY,29,H. HENRY,11.9,H. HENRY,6.6,H. HENRY,5.7,H. HENRY,7.3,C. OTTON,8,H. HENRY,9.1,H. HENRY,1.9,H. HENRY,8.5,H. HENRY,25.5,H. HENRY,11.3,H. HENRY,0,,
FLEX,T. HUNTER,9.3,T. HUNTER,5.2,T. HUNTER,3.1,T. TUCKER,4.75,T. TUCKER,11.2,K. GAINWELL,11.4,K. GAINWELL,8.2,D.J. MOORE,11.8,K. SHAKIR,12,K. SHAKIR,13.15,K. SHAKIR,0.7,K. SHAKIR,18.75,K. SHAKIR,1.5,K. SHAKIR,10.05,,
D/ST,PHI D/ST,4.6,PHI D/ST,16.57,PHI D/ST,16.75,PHI D/ST,25.64,PHI D/ST,9.7,PHI D/ST,4.48,PHI D/ST,22.3,PHI D/ST,18.31,SF D/ST,12.32,SF D/ST,-4.04,SF D/ST,8.72,SF D/ST,21,SF D/ST,21.72,PHI D/ST,37.27,,
K,H. BUTKER,12,H. BUTKER,7,H. BUTKER,12.5,H. BUTKER,12,H. BUTKER,4,H. BUTKER,6,H. BUTKER,7,H. BUTKER,4,H. BUTKER,8,J. MYERS,15,J. MYERS,15.5,J. MYERS,13,J. MYERS,21,J. MYERS,14,,
HC,WSH HC,12.3,WSH HC,2.4,WSH HC,18.3,WSH HC,5.1,IND HC,24,IND HC,11.3,IND HC,15.4,IND HC,19.4,IND HC,3,IND HC,12.3,WSH HC,1.9,IND HC,4,IND HC,2.8,IND HC,-0.3,,
Total Score,142.22,,136.3,,167.91,,157.59,,172.82,,154.16,,206.24,,165.17,,142.6,,105.98,,149.76,,181.23,,144.36,,98.07,,0,
MVP,P. MAHOMES,30.42,P. MAHOMES,24.58,H. HENRY,29,P. MAHOMES,38.3,P. MAHOMES,32.92,P. MAHOMES,41.28,C. MCCAFFREY,42.5,P. MAHOMES,30.96,C. MCCAFFREY,38.1,L. MCCONKEY,21.7,C. MCCAFFREY,36.4,C. MCCAFFREY,29.6,P. MAHOMES,40.14,PHI D/ST,37.27,#NUM!,#NUM!
#2,C. MCCAFFREY,25.40,C. MCCAFFREY,24.00,C. MCCAFFREY,25.70,C. MCCAFFREY,27.80,C. MCCAFFREY,30.10,C. MCCAFFREY,25.80,P. MAHOMES,36.04,K. SHAKIR,21.20,D.J. MOORE,25.28,C. MCCAFFREY,18.80,K. GAINWELL,31.60,H. HENRY,25.50,SF D/ST,21.72,K. GAINWELL,20.05,,
